id;text;correct_answer;choice_2;choice_3;choice_4
20440;"Que veut dire ""It's 11 o'clock"" en français ?";il est onze heures;il est trois heures;il est cinq heures;il est six heures
20441;"Comment dit-on ""il est douze heures"" en anglais ?";It's 12 o'clock;It's 5 o'clock;It's 11 o'clock;It's 9 o'clock
20442;"Que veut dire ""It's 12 o'clock"" en français ?";il est douze heures;il est trois heures;il est onze heures;il est sept heures
20443;"Comment dit-on ""elle aime le football"" en anglais ?";She likes football;She likes singing;She likes basketball;She likes drawing
20444;"Que veut dire ""She likes football"" en français ?";elle aime le football;elle aime le chant;elle aime la natation;elle aime le basket
20445;"Comment dit-on ""elle aime la natation"" en anglais ?";She likes swimming;She likes tennis;She likes football;She likes drawing
20446;"Que veut dire ""She likes swimming"" en français ?";elle aime la natation;elle aime le chant;elle aime le dessin;elle aime la danse
20447;"Comment dit-on ""elle aime faire du vélo"" en anglais ?";She likes cycling;She likes singing;She likes tennis;She likes dancing
20448;"Que veut dire ""She likes cycling"" en français ?";elle aime faire du vélo;elle aime la course;elle aime le chant;elle aime la natation
20449;"Comment dit-on ""elle aime la danse"" en anglais ?";She likes dancing;She likes drawing;She likes swimming;She likes running
20450;"Que veut dire ""She likes dancing"" en français ?";elle aime la danse;elle aime le basket;elle aime le tennis;elle aime la lecture
20451;"Comment dit-on ""elle aime le dessin"" en anglais ?";She likes drawing;She likes tennis;She likes football;She likes swimming
20452;"Que veut dire ""She likes drawing"" en français ?";elle aime le dessin;elle aime la danse;elle aime la natation;elle aime le basket
20453;"Comment dit-on ""elle aime la lecture"" en anglais ?";She likes reading;She likes drawing;She likes running;She likes singing
20454;"Que veut dire ""She likes reading"" en français ?";elle aime la lecture;elle aime le dessin;elle aime le football;elle aime la course
20455;"Comment dit-on ""elle aime le chant"" en anglais ?";She likes singing;She likes basketball;She likes football;She likes drawing
20456;"Que veut dire ""She likes singing"" en français ?";elle aime le chant;elle aime le dessin;elle aime la natation;elle aime le tennis
20457;"Comment dit-on ""elle aime la course"" en anglais ?";She likes running;She likes football;She likes drawing;She likes singing
20458;"Que veut dire ""She likes running"" en français ?";elle aime la course;elle aime le dessin;elle aime le chant;elle aime la danse
20459;"Comment dit-on ""elle aime le tennis"" en anglais ?";She likes tennis;She likes singing;She likes swimming;She likes running
20460;"Que veut dire ""She likes tennis"" en français ?";elle aime le tennis;elle aime le dessin;elle aime la lecture;elle aime le basket
20461;"Comment dit-on ""elle aime le basket"" en anglais ?";She likes basketball;She likes drawing;She likes cycling;She likes reading
20462;"Que veut dire ""She likes basketball"" en français ?";elle aime le basket;elle aime la natation;elle aime le dessin;elle aime la danse
20463;"Comment dit-on ""le lundi, nous avons anglais"" en anglais ?";On Mondays we have English;On Mondays we have PE;On Mondays we have Art;On Mondays we have Maths
20464;"Comment dit-on ""le lundi, nous avons mathématiques"" en anglais ?";On Mondays we have Maths;On Mondays we have Art;On Mondays we have Science;On Mondays we have Music
20465;"Comment dit-on ""le lundi, nous avons arts plastiques"" en anglais ?";On Mondays we have Art;On Mondays we have English;On Mondays we have Music;On Mondays we have PE
20466;"Comment dit-on ""le lundi, nous avons musique"" en anglais ?";On Mondays we have Music;On Mondays we have Science;On Mondays we have Art;On Mondays we have English
20467;"Comment dit-on ""le lundi, nous avons sport"" en anglais ?";On Mondays we have PE;On Mondays we have Music;On Mondays we have English;On Mondays we have Art
20468;"Comment dit-on ""le lundi, nous avons sciences"" en anglais ?";On Mondays we have Science;On Mondays we have Maths;On Mondays we have English;On Mondays we have PE
20469;"Comment dit-on ""le mardi, nous avons anglais"" en anglais ?";On Tuesdays we have English;On Tuesdays we have Maths;On Tuesdays we have Science;On Tuesdays we have PE
20470;"Comment dit-on ""le mardi, nous avons mathématiques"" en anglais ?";On Tuesdays we have Maths;On Tuesdays we have PE;On Tuesdays we have Music;On Tuesdays we have Art
20471;"Comment dit-on ""le mardi, nous avons arts plastiques"" en anglais ?";On Tuesdays we have Art;On Tuesdays we have Music;On Tuesdays we have PE;On Tuesdays we have English
20472;"Comment dit-on ""le mardi, nous avons musique"" en anglais ?";On Tuesdays we have Music;On Tuesdays we have Art;On Tuesdays we have PE;On Tuesdays we have Science
20473;"Comment dit-on ""le mardi, nous avons sport"" en anglais ?";On Tuesdays we have PE;On Tuesdays we have Art;On Tuesdays we have Science;On Tuesdays we have English
20474;"Comment dit-on ""le mardi, nous avons sciences"" en anglais ?";On Tuesdays we have Science;On Tuesdays we have Music;On Tuesdays we have English;On Tuesdays we have Maths
20475;"Comment dit-on ""le mercredi, nous avons anglais"" en anglais ?";On Wednesdays we have English;On Wednesdays we have Music;On Wednesdays we have Maths;On Wednesdays we have PE
20476;"Comment dit-on ""le mercredi, nous avons mathématiques"" en anglais ?";On Wednesdays we have Maths;On Wednesdays we have Music;On Wednesdays we have Science;On Wednesdays we have English
20477;"Comment dit-on ""le mercredi, nous avons arts plastiques"" en anglais ?";On Wednesdays we have Art;On Wednesdays we have English;On Wednesdays we have Music;On Wednesdays we have Maths
20478;"Comment dit-on ""le mercredi, nous avons musique"" en anglais ?";On Wednesdays we have Music;On Wednesdays we have Science;On Wednesdays we have Art;On Wednesdays we have PE
20479;"Comment dit-on ""le mercredi, nous avons sport"" en anglais ?";On Wednesdays we have PE;On Wednesdays we have Science;On Wednesdays we have Maths;On Wednesdays we have English
20480;"Comment dit-on ""le mercredi, nous avons sciences"" en anglais ?";On Wednesdays we have Science;On Wednesdays we have English;On Wednesdays we have Music;On Wednesdays we have PE
20481;"Comment dit-on ""le jeudi, nous avons anglais"" en anglais ?";On Thursdays we have English;On Thursdays we have Music;On Thursdays we have PE;On Thursdays we have Maths
20482;"Comment dit-on ""le jeudi, nous avons mathématiques"" en anglais ?";On Thursdays we have Maths;On Thursdays we have Art;On Thursdays we have English;On Thursdays we have Science
20483;"Comment dit-on ""le jeudi, nous avons arts plastiques"" en anglais ?";On Thursdays we have Art;On Thursdays we have Science;On Thursdays we have Music;On Thursdays we have English
20484;"Comment dit-on ""le jeudi, nous avons musique"" en anglais ?";On Thursdays we have Music;On Thursdays we have PE;On Thursdays we have Art;On Thursdays we have Maths
20485;"Comment dit-on ""le jeudi, nous avons sport"" en anglais ?";On Thursdays we have PE;On Thursdays we have Maths;On Thursdays we have Art;On Thursdays we have Music
20486;"Comment dit-on ""le jeudi, nous avons sciences"" en anglais ?";On Thursdays we have Science;On Thursdays we have Music;On Thursdays we have PE;On Thursdays we have English
20487;"Comment dit-on ""le vendredi, nous avons anglais"" en anglais ?";On Fridays we have English;On Fridays we have Art;On Fridays we have Science;On Fridays we have PE
20488;"Comment dit-on ""le vendredi, nous avons mathématiques"" en anglais ?";On Fridays we have Maths;On Fridays we have Art;On Fridays we have PE;On Fridays we have English
20489;"Comment dit-on ""le vendredi, nous avons arts plastiques"" en anglais ?";On Fridays we have Art;On Fridays we have PE;On Fridays we have Maths;On Fridays we have English
20490;"Comment dit-on ""le vendredi, nous avons musique"" en anglais ?";On Fridays we have Music;On Fridays we have Art;On Fridays we have Maths;On Fridays we have Science
20491;"Comment dit-on ""le vendredi, nous avons sport"" en anglais ?";On Fridays we have PE;On Fridays we have Music;On Fridays we have Science;On Fridays we have Art
20492;"Comment dit-on ""le vendredi, nous avons sciences"" en anglais ?";On Fridays we have Science;On Fridays we have Art;On Fridays we have Music;On Fridays we have English
20493;"Comment dit-on ""le samedi, nous avons anglais"" en anglais ?";On Saturdays we have English;On Saturdays we have Science;On Saturdays we have Maths;On Saturdays we have Art
20494;"Comment dit-on ""le samedi, nous avons mathématiques"" en anglais ?";On Saturdays we have Maths;On Saturdays we have Music;On Saturdays we have PE;On Saturdays we have English
20495;"Comment dit-on ""le samedi, nous avons arts plastiques"" en anglais ?";On Saturdays we have Art;On Saturdays we have Science;On Saturdays we have Music;On Saturdays we have PE
20496;"Comment dit-on ""le samedi, nous avons musique"" en anglais ?";On Saturdays we have Music;On Saturdays we have English;On Saturdays we have Art;On Saturdays we have Science
20497;"Comment dit-on ""le samedi, nous avons sport"" en anglais ?";On Saturdays we have PE;On Saturdays we have Maths;On Saturdays we have English;On Saturdays we have Science
20498;"Comment dit-on ""le samedi, nous avons sciences"" en anglais ?";On Saturdays we have Science;On Saturdays we have Maths;On Saturdays we have Art;On Saturdays we have Music
20499;"Comment dit-on ""le dimanche, nous avons anglais"" en anglais ?";On Sundays we have English;On Sundays we have Science;On Sundays we have Art;On Sundays we have Music
20500;"Comment dit-on ""le dimanche, nous avons mathématiques"" en anglais ?";On Sundays we have Maths;On Sundays we have PE;On Sundays we have Music;On Sundays we have Art
20501;"Comment dit-on ""le dimanche, nous avons arts plastiques"" en anglais ?";On Sundays we have Art;On Sundays we have Music;On Sundays we have English;On Sundays we have Science
20502;"Comment dit-on ""le dimanche, nous avons musique"" en anglais ?";On Sundays we have Music;On Sundays we have English;On Sundays we have Maths;On Sundays we have Science
20503;"Comment dit-on ""le dimanche, nous avons sport"" en anglais ?";On Sundays we have PE;On Sundays we have Science;On Sundays we have Music;On Sundays we have Maths
20504;"Comment dit-on ""le dimanche, nous avons sciences"" en anglais ?";On Sundays we have Science;On Sundays we have Art;On Sundays we have PE;On Sundays we have Music
