id;type;text;correct_answer;choice_2;choice_3;choice_4;passage_id;qtype
24392;question;Que fait Zoé le soir venu ?;elle raconte sa journée à sa famille;elle se couche sans rien dire;elle pleure;elle fait ses devoirs;24378;L
24393;question;Comment Zoé raconte-t-elle sa journée ?;avec enthousiasme;avec tristesse;sans intérêt;en pleurant;24378;L
24394;question;De quelle couleur est le cartable de Zoé ?;violet;rose;bleu;vert;24378;L
24395;question;"Que veut dire ""chaleureusement"" dans le texte ?";avec beaucoup de gentillesse;froidement;rapidement, sans s'arrêter;avec sévérité;24378;V
24396;question;"Que veut dire ""enthousiasme"" dans le texte ?";une grande joie et énergie positive;une grande fatigue;de la tristesse;de l'indifférence;24378;V
24397;question;Pourquoi Zoé est-elle à la fois nerveuse et impatiente ?;une rentrée apporte de la nouveauté et un peu d'inconnu;elle déteste l'école;elle a peur de sa maîtresse;elle a perdu ses affaires;24378;I
24398;question;Qu'est-ce qui montre que la journée de Zoé s'est bien passée ?;elle raconte sa journée avec enthousiasme le soir;elle refuse de parler de sa journée;elle pleure en rentrant;elle veut changer d'école;24378;I
24399;passage;Noah présente fièrement son expérience lors de l'exposition de sciences de son école. Avec l'aide de son papa, il a fabriqué un petit volcan en carton peint en gris. Devant un public attentif, Noah verse doucement du vinaigre sur du bicarbonate de soude. Une mousse orange spectaculaire jaillit alors du sommet du volcan, provoquant des cris d'admiration. Les autres élèves applaudissent chaleureusement cette expérience réussie et surprenante. La maîtresse félicite Noah pour son travail sérieux et sa belle présentation. En récompense, Noah reçoit un diplôme qu'il accroche fièrement dans sa chambre. Cette expérience lui donne désormais très envie de devenir scientifique plus tard.;;;;;;
24400;question;Que présente Noah lors de l'exposition ?;son expérience;un dessin;un poème;une chanson;24399;L
24401;question;Qui a aidé Noah à fabriquer son volcan ?;son papa;sa maman;la maîtresse;personne;24399;L
24402;question;En quoi est fait le volcan ?;en carton peint en gris;en pâte à modeler;en pierre;en papier mâche blanc;24399;L
24403;question;Que verse Noah sur le bicarbonate ?;du vinaigre;de l'eau;du sirop;du savon;24399;L
24404;question;Comment Noah verse-t-il le vinaigre ?;doucement;très vite;en le renversant par accident;en fermant les yeux;24399;L
24405;question;Que jaillit du sommet du volcan ?;une mousse orange;de la fumée noire;de l'eau claire;rien du tout;24399;L
24406;question;Comment est cette mousse ?;spectaculaire;discrète;invisible;toute petite;24399;L
24407;question;Que provoque cette mousse chez le public ?;des cris d'admiration;de l'indifférence;de la peur;des rires moqueurs;24399;L
24408;question;Comment les autres élèves réagissent-ils ?;ils applaudissent chaleureusement;ils s'ennuient;ils critiquent l'expérience;ils partent;24399;L
24409;question;Qui félicite Noah ?;la maîtresse;le directeur;sa maman;un journaliste;24399;L
24410;question;Pour quoi la maîtresse félicite-t-elle Noah ?;son travail sérieux et sa belle présentation;sa rapidité seulement;son costume;sa chance;24399;L
24411;question;Que reçoit Noah en récompense ?;un diplôme;une médaille;un livre;un jouet;24399;L
24412;question;Où Noah accroche-t-il son diplôme ?;dans sa chambre;dans la classe;chez sa mamie;il ne le garde pas;24399;L
24413;question;Comment Noah accroche-t-il son diplôme ?;fièrement;sans y faire attention;en cachette;avec déception;24399;L
24414;question;Que donne cette expérience envie à Noah de devenir ?;scientifique;cuisinier;sportif;musicien;24399;L
24415;question;À quelle occasion Noah présente-t-il son expérience ?;l'exposition de sciences de l'école;un anniversaire;une fête de fin d'année sans lien avec les sciences;un cours de sport;24399;L
24416;question;"Que veut dire ""spectaculaire"" dans le texte ?";impressionnant, qui attire le regard;discret et silencieux;dangereux;très lent;24399;V
24417;question;"Que veut dire ""jaillit"" dans le texte ?";sort brusquement et avec force;coule très doucement;reste immobile;disparaît;24399;V
24418;question;Pourquoi la mousse orange provoque-t-elle des cris d'admiration ?;l'effet visuel surprend et impressionne le public;les élèves ont peur d'une explosion;c'est la première expérience de la journée;personne ne s'attendait à une expérience;24399;I
24419;question;Qu'est-ce qui montre que Noah a pris cette expérience très au sérieux ?;il l'a préparée avec soin et en est fier;il l'a faite au dernier moment;il n'a pas voulu la présenter;il l'a copiée sur un ami;24399;I
24420;passage;Camille passe l'après-midi à cuisiner des crêpes avec sa grand-mère, comme chaque dimanche. Ensemble, elles mélangent avec soin la farine, les oeufs frais et le lait tiède. Camille verse ensuite la pâte dans une poêle bien chaude et beurrée. D'un geste habile, sa grand-mère retourne la crêpe sans jamais la faire tomber. Camille ajoute du sucre et une bonne cuillère de confiture de fraises sur sa crêpe. Assises à table, elles dégustent leurs créations en discutant joyeusement de tout et de rien. Un peu de farine s'est retrouvée sur le nez de Camille, ce qui la fait beaucoup rire. Elle adore par-dessus tout ces moments partagés avec sa grand-mère.;;;;;;
24421;question;Que cuisine Camille ?;des crêpes;un gâteau;une tarte;des cookies;24420;L
24422;question;Avec qui cuisine-t-elle ?;sa grand-mère;sa maman;sa tâta;sa soeur;24420;L
24423;question;Quel jour cuisinent-elles habituellement ensemble ?;le dimanche;le lundi;le samedi matin;un jour au hasard;24420;L
24424;question;Que mélangent-elles ?;farine, oeufs et lait;farine et sucre seulement;oeufs et beurre;lait et chocolat;24420;L
24425;question;Comment est le lait utilise ?;tiède;glace;bouillant;en poudre;24420;L
24426;question;Où Camille verse-t-elle la pâte ?;dans une poêle chaude;dans un bol;dans le four;dans une casserole;24420;L
24427;question;Comment est la poêle ?;chaude et beurrée;froide;sale;trop petite;24420;L
24428;question;Qui retourne la crêpe ?;sa grand-mère;Camille;personne;son papa;24420;L
24429;question;Comment sa grand-mère retourne-t-elle la crêpe ?;d'un geste habile, sans la faire tomber;en la faisant tomber à chaque fois;très lentement;avec une fourchette;24420;L
24430;question;Que Camille ajoute-t-elle sur sa crêpe ?;du sucre et de la confiture;du miel seulement;du fromage;de la crème;24420;L
24431;question;Quelle confiture Camille utilise-t-elle ?;confiture de fraises;confiture d'abricots;confiture de myrtilles;pas de confiture;24420;L
24432;question;Où dégustent-elles leurs crêpes ?;à table;debout dans la cuisine;dans le jardin;dans la voiture;24420;L
24433;question;De quoi discutent-elles en mangeant ?;de tout et de rien;seulement de l'école;de rien du tout, en silence;de leurs problèmes;24420;L
24434;question;De quoi Camille se retrouve-t-elle couverte ?;de farine sur le nez;de confiture sur les mains;d'eau;de chocolat;24420;L
24435;question;Comment Camille réagit-elle à la farine sur son nez ?;elle rit beaucoup;elle se met en colère;elle pleure;elle ne remarque rien;24420;L
24436;question;Qu'aime Camille par-dessus tout ?;ces moments partagés avec sa grand-mère;cuisiner seule;manger vite;regarder la télévision pendant le repas;24420;L
24437;question;"Que veut dire ""habile"" dans le texte ?";adroit, qui fait bien les gestes;maladroit;lent;distrait;24420;V
24438;question;"Que veut dire ""déguster"" dans le texte ?";manger en savourant avec plaisir;avaler très vite;refuser de manger;cuisiner;24420;V
24439;question;Pourquoi la grand-mère de Camille réussit-elle à retourner la crêpe sans la faire tomber ?;elle a de l'expérience et du savoir-faire;elle a dé la chance à chaque fois;la poêle est magique;Camille l'aide en secret;24420;I
24440;question;Qu'est-ce qui montre que Camille apprécie ce moment avec sa grand-mère ?;elle adore ces moments partagés et en rit de bon coeur;elle regarde l'heure sans arrêt;elle préfère cuisiner seule;elle s'ennuie pendant la recette;24420;I
24441;passage;Bruno aide son papi à jardiner dans le potager tous les samedis après-midi. Ensemble, ils plantent avec attention de petites graines de tomates dans la terre meuble. Bruno arrose ensuite chaque rangée à l'aide de son arrosoir vert préféré. Soudain, un ver de terre surgit du sol fraîchement retourne, ce qui amuse beaucoup Bruno. Papi lui montre patiemment comment reconnaître et retirer les mauvaises herbes. Une coccinelle rouge se pose délicatement sur une feuille de salade toute proche. Bruno attend avec impatience de voir pousser les premières tomates bien rouges. Jardiner avec papi est devenu son moment préféré de la semaine.;;;;;;
24442;question;Où Bruno aide-t-il son papi ?;dans le potager;dans la cuisine;au garage;au marche;24441;L
24443;question;Quand jardinent-ils habituellement ensemble ?;le samedi après-midi;tous les matins;seulement en hiver;pendant les vacances scolaires uniquement;24441;L
24444;question;Que plantent-ils ?;des graines de tomates;des fleurs;des pommes de terre;des carottes;24441;L
24445;question;Comment est la terre où ils plantent ?;meuble;très dure;gelée;recouverte de cailloux;24441;L
24446;question;Avec quoi Bruno arrose-t-il la terre ?;son arrosoir vert;un seau;une bouteille;un tuyau;24441;L
24447;question;Qu'est-ce qui surgit du sol retourne ?;un ver de terre;une souris;un serpent;une grenouille;24441;L
24448;question;Comment Bruno réagit-il en voyant le ver de terre ?;cela l'amuse;cela lui fait peur;il est dégoûté;il ne le remarque pas;24441;L
24449;question;Que montre papi à Bruno ?;reconnaître les mauvaises herbes;planter un arbre;faire du compost;couper du bois;24441;L
24450;question;Comment papi montre-t-il cela à Bruno ?;patiemment;avec impatience;rapidement, sans explication;en le grondant;24441;L
24451;question;Quel insecte se pose sur une feuille de salade ?;une coccinelle rouge;une abeille;une fourmi;un papillon;24441;L
24452;question;Comment la coccinelle se pose-t-elle ?;délicatement;brutalement;en volant très vite;elle ne se pose pas vraiment;24441;L
24453;question;Qu'attend Bruno avec impatience ?;voir pousser les tomates;manger un gâteau;rentrer chez lui;jouer au ballon;24441;L
24454;question;De quelle couleur seront les tomates une fois poussées ?;rouges;vertes;jaunes;violettes;24441;L
24455;question;De quelle couleur est l'arrosoir de Bruno ?;vert;bleu;rouge;jaune;24441;L
24456;question;Avec qui Bruno jardine-t-il ?;son papi;sa mamie;son papa;sa classe;24441;L
24457;question;Qu'est devenu ce moment pour Bruno ?;son moment préféré de la semaine;une corvée qu'il n'aime pas;une activité qu'il fait seul;un moment qu'il oublie vite;24441;L
24458;question;"Que veut dire ""surgit"" dans le texte ?";apparaît brusquement;disparaît lentement;se cache;reste immobile;24441;V
24459;question;"Que veut dire ""délicatement"" dans le texte ?";avec douceur et précaution;avec force;rapidement;par accident;24441;V
24460;question;Pourquoi papi apprend-il patiemment à Bruno à reconnaître les mauvaises herbes ?;pour que Bruno puisse jardiner correctement plus tard;parce que Bruno se trompe tout le temps exprès;pour l'occuper le temps qu'il travaille lui-même;parce que c'est obligatoire à l'école;24441;I
24461;question;Qu'est-ce qui montre que Bruno aime jardiner avec son papi ?;c'est devenu son moment préféré de la semaine;il cherche des excuses pour ne pas y aller;il s'ennuie à chaque fois;il préfère jardiner seul;24441;I
24462;passage;Inès visite un grand musée d'histoire naturelle avec toute sa classe. Dès l'entrée, elle est impressionnée par un immense squelette de dinosaure suspendu au plafond. Le guide raconte avec passion l'histoire de ces animaux disparus depuis des millions d'années. Curieuse, Inès pose de nombreuses questions sur la taille et l'alimentation des dinosaures. Elle prend le temps de dessiner soigneusement le squelette dans son carnet de croquis. Ses copains, eux, admirent surtout les vitrines remplies de fossiles et de roches anciennes. Avant de repartir, Inès achète une carte postale représentant son dinosaure préféré. Elle rentre chez elle en ayant appris une multitude de choses passionnantes.;;;;;;
24463;question;Quel type de musée Inès visite-t-elle ?;un musée d'histoire naturelle;un musée d'art moderne;un musée de voitures;un musée de la musique;24462;L
24464;question;Avec qui Inès visite-t-elle le musée ?;sa classe;sa famille;sa mamie;ses cousins;24462;L
24465;question;Que voit Inès dès l'entrée ?;un squelette de dinosaure suspendu;des tableaux anciens;des voitures;des bijoux;24462;L
24466;question;Où est suspendu le squelette ?;au plafond;au mur;sur une table;il n'est pas suspendu;24462;L
24467;question;Que raconte le guide ?;l'histoire des dinosaures disparus;l'histoire du musée;sa propre histoire;rien de précis;24462;L
24468;question;Depuis quand les dinosaures ont-ils disparu ?;des millions d'années;quelques années seulement;quelques siècles;ils ne sont pas vraiment disparus;24462;L
24469;question;Sur quoi Inès pose-t-elle dès questions ?;la taille et l'alimentation des dinosaures;le prix des billets;l'heure de fermeture;les horaires du bus;24462;L
24470;question;Que fait Inès avec son carnet ?;elle dessine le squelette;elle prend des notes de cours;elle écrit une lettre;elle ne l'utilise pas;24462;L
24471;question;Comment Inès dessine-t-elle le squelette ?;soigneusement;très vite et sans attention;elle ne le dessine pas vraiment;en copiant sur un ami;24462;L
24472;question;Que font les copains d'Inès pendant la visite ?;ils admirent les vitrines de fossiles;ils courent partout;ils crient;ils dorment;24462;L
24473;question;Que contiennent les vitrines ?;des fossiles et des roches anciennes;des bijoux précieux;des animaux vivants;des jouets;24462;L
24474;question;Qu'achète Inès avant de repartir ?;une carte postale;un livre;un jouet;un bonbon;24462;L
24475;question;Que représente la carte postale ?;son dinosaure préféré;le bâtiment du musée;sa classe;un paysage;24462;L
24476;question;Comment Inès rentre-t-elle chez elle ?;en ayant appris beaucoup de choses;déçue de sa visite;fatiguée sans rien retenir;en colère;24462;L
24477;question;Comment Inès qualifie-t-elle ce qu'elle a appris ?;passionnant;ennuyeux;trop complique pour elle;sans intérêt;24462;L
24478;question;Qui accompagne la classe pendant la visite ?;un guide;seulement la maîtresse;personne d'autre;un autre groupe d'élèves;24462;L
24479;question;"Que veut dire ""impressionnée"" dans le texte ?";très marquée, admirative;peu intéressée;effrayée;ennuyée;24462;V
24480;question;"Que veut dire ""multitude"" dans le texte ?";un très grand nombre;un tout petit nombre;aucune quantité;une seule chose;24462;V
24481;question;Pourquoi Inès pose-t-elle beaucoup de questions au guide ?;elle est curieuse et intéressée par les dinosaures;elle veut faire perdre du temps à la classe;elle n'a pas écoute les explications;elle veut impressionner ses copains;24462;I
24482;question;Qu'est-ce qui montre qu'Inès à beaucoup aime cette visite ?;elle rentre avoir appris une multitude de choses passionnantes;elle s'ennuie tout le long de la visite;elle ne retient rien de la visite;elle préférait rentrer plus tôt;24462;I
24483;passage;Lucas passe toute une journée au zoo avec sa famille, un dimanche ensoleillé de printemps. Devant l'enclos des lions, il observe longuement ces grands félins qui dorment paisiblement au soleil. Un peu plus loin, les singes acrobates font beaucoup rire Lucas avec leurs pitreries. Une girafe immense étire son long cou pour attraper les feuilles d'un grand arbre. Lucas confie à son papa que l'éléphant reste définitivement son animal préféré. Près du bassin, il observe avec fascination les manchots plonger et nager avec agilité. A la boutique du zoo, Lucas choisit une peluche de lion pour garder un souvenir. Il rentre chez lui, les yeux encore remplis d'images extraordinaires.;;;;;;
24484;question;Où Lucas passe-t-il sa journée ?;au zoo;au musée;à la ferme;à la piscine;24483;L
24485;question;Avec qui y va-t-il ?;sa famille;sa classe;ses cousins;ses voisins;24483;L
24486;question;Quelle saison est-ce ?;le printemps;l'hiver;l'automne;on ne sait pas;24483;L
24487;question;Que font les lions que Lucas observe ?;ils dorment paisiblement au soleil;ils courent partout;ils rugissent fort;ils mangent;24483;L
24488;question;Quels animaux font rire Lucas avec leurs pitreries ?;les singes;les lions;les éléphants;les tigres;24483;L
24489;question;Que fait la girafe pour manger ?;elle étire son cou vers les feuilles;elle broute de l'herbe au sol;elle mange des fruits qu'on lui donne;elle ne mange rien devant Lucas;24483;L
24490;question;Quel est l'animal préféré de Lucas ?;l'éléphant;le lion;le singe;la girafe;24483;L
24491;question;À qui Lucas confie-t-il son animal préféré ?;son papa;sa maman;un gardien du zoo;personne;24483;L
24492;question;Où Lucas observe-t-il les manchots ?;près du bassin;dans une cage;loin de la foule;il ne les voit pas;24483;L
24493;question;Que font les manchots dans l'eau ?;ils plongent et nagent avec agilité;ils restent immobiles;ils dorment;ils se battent;24483;L
24494;question;Où Lucas achète-t-il un souvenir ?;à la boutique du zoo;à l'entrée seulement;il n'achète rien;chez un vendeur ambulant;24483;L
24495;question;Que choisit Lucas comme souvenir ?;une peluche de lion;une glace;un livre;un ballon;24483;L
24496;question;Comment Lucas rentre-t-il chez lui ?;les yeux remplis d'images extraordinaires;déçu de sa journée;fatigué et grognon;indifférent à ce qu'il a vu;24483;L
24497;question;Quel jour de la semaine se passe cette sortie ?;un dimanche;un mercredi;un samedi matin uniquement;un jour de semaine;24483;L
24498;question;Comment est le temps ce jour-là ?;ensoleillé;pluvieux;neigeux;brumeux;24483;L
24499;question;Comment sont les félins observés par Lucas ?;grands;tout petits;invisibles;cages loin de la vue;24483;L
24500;question;"Que veut dire ""pitreries"" dans le texte ?";des bêtises amusantes qui font rire;des cris de peur;des combats;des siestes;24483;V
24501;question;"Que veut dire ""agilité"" dans le texte ?";une grande souplesse et rapidité de mouvement;une grande lenteur;de la maladresse;de la fatigue;24483;V
24502;question;Pourquoi la girafe étire-t-elle son cou ?;pour atteindre les feuilles en hauteur;pour saluer les visiteurs;parce qu'elle a mal au cou;pour imiter un autre animal;24483;I
24503;question;Qu'est-ce qui montre que Lucas a passé une journée inoubliable ?;il rentre les yeux remplis d'images extraordinaires;il oublie vite sa visite;il s'est ennuie devant chaque enclos;il ne veut plus jamais revenir au zoo;24483;I
24504;passage;Marta se promène dans la forêt avec son papa, un dimanche après-midi d'automne. Le chemin qu'ils empruntent est entièrement recouvert de feuilles mortes bruissantes. En chemin, Marta ramasse un joli caillou gris parfaitement lisse et rond. Un renard roux traverse soudain le sentier avant de disparaître dans les fourres. Marta s'arrête un instant pour écouter le vent qui souffle doucement dans les arbres. Son papa lui montre un chêne énorme, plante la depuis plus de deux cents ans. Ils croisent un promeneur accompagné de son chien, qui les salue amicalement. Marta rentre chez elle avec de très beaux souvenirs plein la tête.;;;;;;
24505;question;Où Marta se promène-t-elle ?;en forêt;à la plage;en ville;à la montagne;24504;L
24506;question;Avec qui se promène-t-elle ?;son papa;sa maman;sa classe;sa mamie;24504;L
24507;question;Quelle saison est-ce ?;l'automne;l'été;l'hiver;le printemps;24504;L
24508;question;Que recouvre le chemin ?;des feuilles mortes;de la neige;du sable;de l'eau;24504;L
24509;question;Comment sont les feuilles sur le chemin ?;bruissantes;silencieuses;mouillées et glissantes;gelées;24504;L
24510;question;Que ramasse Marta en chemin ?;un caillou gris;une fleur;un bâton;une feuille rouge;24504;L
24511;question;Comment est ce caillou ?;lisse et rond;pointu;carre;très léger;24504;L
24512;question;Quel animal traverse le sentier ?;un renard roux;un sanglier;un lapin;un cerf;24504;L
24513;question;Où va le renard après avoir traversé ?;il disparaît dans les fourres;il s'approche de Marta;il reste immobile;il grimpe à un arbre;24504;L
24514;question;Qu'écoute Marta un instant ?;le vent dans les arbres;des oiseaux qui chantent;une rivière;de la musique;24504;L
24515;question;Que montre le papa à Marta ?;un chêne énorme;une cascade;une grotte;un vieux pont;24504;L
24516;question;Depuis combien de temps le chêne est-il plante ?;plus de deux cents ans;quelques mois;dix ans;on ne sait pas;24504;L
24517;question;Qui croisent-ils sur le chemin ?;un promeneur avec son chien;un autre enfant seul;un cycliste;personne;24504;L
24518;question;Comment ce promeneur les salue-t-il ?;amicalement;sans un mot;avec méfiance;en s'enfuyant;24504;L
24519;question;Avec quoi Marta rentre-t-elle chez elle ?;de très beaux souvenirs;un panier de fruits;un bouquet de fleurs;rien de particulier;24504;L
24520;question;Quand a lieu cette promenade ?;un dimanche après-midi;un jour d'école;tôt le matin en semaine;en pleine nuit;24504;L
24521;question;"Que veut dire ""bruissantes"" dans le texte ?";qui font un petit bruit sec en bougeant;totalement silencieuses;collantes;mouillées;24504;V
24522;question;"Que veut dire ""fourres"" dans le texte ?";des buissons denses;des trous dans le sol;des rochers;des flaques d'eau;24504;V
24523;question;Pourquoi le renard disparaît-il rapidement dans les fourres ?;il est sauvage et se méfie des humains;il connaît bien Marta;il cherche à jouer avec elle;il est fatigué;24504;I
24524;question;Qu'est-ce qui montre que Marta a appris quelque chose pendant cette promenade ?;son papa lui montre et explique des choses sur la nature;elle reste tout le temps sur son téléphone;elle ne regarde jamais autour d'elle;elle refuse d'écouter son papa;24504;I
24525;passage;Julian passe la journée à la ferme de son papi pendant la période des moissons. Assis à côté de lui dans la cabine, Julian observe son papi conduire l'énorme tracteur. Devant eux s'étend un champ de blé entièrement dore, prêt à être récolte. La moissonneuse-batteuse avance lentement et coupe le blé en dégageant une fine poussière jaune. Effrayes par le bruit de la machine, plusieurs lièvres bondissent hors du champ. A midi, toute la famille se retrouve pour déjeuner à l'ombre d'un grand arbre. Julian se sent très utile d'avoir pu aider un peu son papi ce jour-là. Ce moment restera longtemps grave dans sa mémoire.;;;;;;
24526;question;Où Julian passe-t-il la journée ?;à la ferme de son papi;à l'école;chez ses cousins;à la plage;24525;L
24527;question;Pendant quelle période se passe cette journée ?;la période des moissons;les vendanges;la période des semis;l'hiver;24525;L
24528;question;Où Julian est-il assis pendant que papi conduit ?;à côté de lui dans la cabine;sur le toit du tracteur;loin, sur un banc;il ne monte pas dans le tracteur;24525;L
24529;question;Que conduit papi ?;un énorme tracteur;une petite voiture;un camion;un cheval;24525;L
24530;question;De quelle couleur est le champ de blé ?;dore;vert;gris;blanc;24525;L
24531;question;Que fait la moissonneuse-batteuse ?;elle coupe le blé;elle plante des graines;elle arrose le champ;elle transporte le lait;24525;L
24532;question;Comment avance la moissonneuse-batteuse ?;lentement;très vite;elle ne bouge pas;en marche arrière;24525;L
24533;question;Que dégage la machine en travaillant ?;une fine poussière jaune;de la fumée noire;des étincelles;rien de visible;24525;L
24534;question;Que font des lièvres effrayes par le bruit ?;ils bondissent hors du champ;ils se cachent sous la machine;ils restent immobiles;ils s'approchent des enfants;24525;L
24535;question;Quand toute la famille se retrouve-t-elle ?;à midi;le soir;très tôt le matin;elle ne se retrouve pas;24525;L
24536;question;Où déjeune la famille ?;à l'ombre d'un grand arbre;dans la maison;dans le tracteur;au village;24525;L
24537;question;Comment Julian se sent-il d'avoir aidé ?;très utile;inutile;gêne;fatigué et fâche;24525;L
24538;question;Que ressent Julian à propos de cette journée ?;elle restera gravée dans sa mémoire;il l'oubliera vite;il ne l'a pas appréciée;il a hâte de rentrer chez lui;24525;L
24539;question;Qu'est-ce qui est prêt à être récolte ?;le champ de blé;les fruits du verger;les légumes du potager;rien n'est encore mur;24525;L
24540;question;Avec qui Julian passe-t-il la journée ?;son papi;sa mamie;sa maîtresse;ses cousins;24525;L
24541;question;Que fait Julian pendant que papi conduit le tracteur ?;il l'observe attentivement;il conduit à sa place;il dort;il reste à la maison;24525;L
24542;question;"Que veut dire ""moissonneuse-batteuse"" dans le texte ?";une grosse machine agricole qui récolte le blé;une petite charrette tirée par un cheval;un outil que l'on tient à la main;un type de tracteur ancien sans moteur;24525;V
24543;question;"Que veut dire ""gravée dans sa mémoire"" dans le texte ?";un souvenir qui restera longtemps;un souvenir vite oublie;une photo imprimée;un dessin dans un cahier;24525;V
24544;question;Pourquoi les lièvres bondissent-ils hors du champ ?;le bruit de la machine les effraie;ils veulent jouer avec le tracteur;ils cherchent de la nourriture ailleurs;papi les chasse volontairement;24525;I
24545;question;Qu'est-ce qui montre que cette journée compte beaucoup pour Julian ?;il dit que ce moment restera grave dans sa mémoire;il oublie cette journée dès le lendemain;il préfère rester à la maison la prochaine fois;il trouve la journée ennuyeuse;24525;I
24546;passage;Erik décide de construire un bonhomme de neige avec sa soeur, des la première neige de l'hiver. Ensemble, ils roulent avec effort une énorme boule de neige qui servira de corps. Erik ajoute ensuite une boule plus petite par-dessus, pour former la tête. Sa soeur plante fièrement une carotte orange bien droite en guise de nez. Ils utilisent deux gros boutons noirs, trouvés dans une vieille boite, pour les yeux. Pour terminer, Erik pose sur la tête un chapeau tout abîmé, déniché dans le grenier. Le bonhomme de neige ainsi terminé, à vraiment fière allure au milieu du jardin. Erik prend soin de le photographier avant que le soleil ne le fasse fondre.;;;;;;
24547;question;Avec qui Erik construit-il le bonhomme de neige ?;sa soeur;son frère;sa maman;sa classe;24546;L
24548;question;Quand décident-ils de le construire ?;des la première neige de l'hiver;au printemps;en plein été;un jour sans neige;24546;L
24549;question;Que roulent-ils pour faire le corps ?;une énorme boule de neige;un cube de neige;des petites boules;un bloc de glace;24546;L
24550;question;Que fait Erik ensuite ?;il ajoute une boule plus petite pour la tête;il rentre se réchauffer;il abandonne la construction;il demande de l'aide à un adulte;24546;L
24551;question;Que plante la soeur d'Erik pour le nez ?;une carotte orange;un bâton;un caillou;une pomme de pin;24546;L
24552;question;Comment la carotte est-elle plantée ?;bien droite;de travers;elle tombe tout de suite;cachée dans la neige;24546;L
24553;question;Avec quoi font-ils les yeux ?;deux gros boutons noirs;des cailloux;des feuilles;des billes bleues;24546;L
24554;question;Où ont-ils trouve les boutons ?;dans une vieille boite;dans le jardin;ils les ont achetés;chez un voisin;24546;L
24555;question;Que pose Erik pour terminer ?;un chapeau abîme;un bonnet neuf;une casquette;rien du tout;24546;L
24556;question;Où Erik à-t-il trouve ce chapeau ?;dans le grenier;dans un magasin;chez sa mamie;il ne l'a pas trouvé, il l'a fabriqué;24546;L
24557;question;Comment le bonhomme de neige à-t-il l'air une fois termine ?;il a fière allure;il est tout tordu;il est tout petit;il s'écroule aussitôt;24546;L
24558;question;Où se trouve le bonhomme de neige termine ?;au milieu du jardin;dans la rue;sur le toit;dans la maison;24546;L
24559;question;Que fait Erik avant que le soleil ne fasse fondre le bonhomme ?;il le photographie;il le détruit lui-même;il le déplace à l'ombre;il ne fait rien de particulier;24546;L
24560;question;Quelle boule sert à faire la tête ?;la boule la plus petite;la plus grosse boule;aucune boule spécifique;une boule carrée;24546;L
24561;question;Avec quoi construisent-ils le bonhomme ?;de la neige;du sable;de la terre;des cailloux;24546;L
24562;question;Combien de boules composent le bonhomme de neige ?;deux, une pour le corps et une pour la tête;une seule grosse boule;trois boules;quatre boules;24546;L
24563;question;"Que veut dire ""dénicher"" dans le texte ?";trouver après avoir cherché;perdre quelque chose;acheter dans un magasin;casser accidentellement;24546;V
24564;question;"Que veut dire ""fière allure"" dans le texte ?";une belle apparence, impressionnante;un aspect rate et laid;une petite taille;une couleur vive;24546;V
24565;question;Pourquoi Erik prend-il soin de photographier le bonhomme de neige ?;il sait que la neige va fondre et vouloir en garder un souvenir;il veut le vendre;sa soeur le lui demande fermement;c'est un exercice donné par la maîtresse;24546;I
24566;question;Qu'est-ce qui montre qu'Erik et sa soeur ont travaillé ensemble avec soin ?;chaque détail du bonhomme est pensé et ajoute avec attention;ils ont fait le bonhomme très vite sans y penser;ils se sont disputés tout le long;un seul d'entre eux a tout fait;24546;I
24567;passage;Mia découvre le patinage sur glace lors d'une sortie à la patinoire avec son papa. Un peu maladroite au début, elle enfile difficilement ses patins blancs tout neufs. Dès ses premiers pas sur la glace, Mia tombe une première fois sans se faire mal. Son papa l'aide gentiment à se relever et lui donne quelques conseils utiles. Petit à petit, Mia apprend à garder son équilibre en pliant légèrement les genoux. Après plusieurs essais, elle parvient enfin à glisser toute seule sans tomber. Autour d'elle, des enfants plus expérimentés tournent gracieusement en musique. Mia termine cette sortie très fière d'avoir progressé aussi vite.;;;;;;
24568;question;Que découvre Mia ce jour-là ?;le patinage sur glace;le ski;la natation;le vélo;24567;L
24569;question;Avec qui Mia va-t-elle à la patinoire ?;son papa;sa maman;sa classe;sa mamie;24567;L
24570;question;Comment Mia est-elle au début ?;un peu maladroite;très à l'aise;effrayée et refusant d'avancer;déjà experte;24567;L
24571;question;De quelle couleur sont les patins de Mia ?;blancs;noirs;roses;bleus;24567;L
24572;question;Comment sont ces patins ?;tout neufs;vieux et uses;empruntes;trop grands;24567;L
24573;question;Que se passe-t-il dès les premiers pas de Mia ?;elle tombe une première fois;elle glisse parfaitement;elle refuse d'avancer;elle quitte la glace;24567;L
24574;question;Comment Mia tombe-t-elle ?;sans se faire mal;en se blessant sérieusement;en pleurant beaucoup;en abandonnant;24567;L
24575;question;Que fait le papa de Mia après sa chute ?;il l'aide à se relever;il rit d'elle;il continue seul;il la gronde;24567;L
24576;question;Que donne son papa à Mia ?;des conseils utiles;un autre paire de patins;de l'argent;rien de particulier;24567;L
24577;question;Qu'apprend Mia petit à petit ?;à garder son équilibre;à faire des sauts;à faire la course;à danser sur la glace;24567;L
24578;question;Comment Mia garde-t-elle son équilibre ?;en pliant légèrement les genoux;en fermant les yeux;en restant totalement immobile;en tenant la main de son papa tout le temps;24567;L
