id;type;text;correct_answer;choice_2;choice_3;choice_4;passage_id;qtype
23462;passage;"Léna monte dans le grand huit. C'est la première fois. Elle attache bien sa ceinture. Le wagon grimpe une côte raide.

Elle ferme les yeux un instant. Le wagon descend à toute vitesse. Elle lève les bras très haut. Le tour dure deux minutes. Elle demande à refaire un tour.

Elle rit un peu. Il fait beau. Le jour est doux. Tout va bien.";;;;;;
23463;question;Où Léna monte-t-elle dans le grand huit ?;à la fête foraine;au cirque;au parc de la ville;à l'école;23462;L
23464;question;Que fait Léna avant le départ ?;elle attache sa ceinture;elle ferme la porte;elle appelle sa maman;elle enlève ses chaussures;23462;L
23465;question;Que fait le wagon ?;il grimpe une côte raide;il reste au sol;il traverse un tunnel;il roule sur un pont;23462;L
23466;question;Que fait Léna un court instant ?;elle ferme les yeux;elle chante;elle dort;elle mange;23462;L
23467;question;Comment le wagon descend-il ?;à toute vitesse;très lentement;en s'arrêtant souvent;à reculons;23462;L
23468;question;Que fait Léna dans les virages ?;elle lève les bras;elle se cache les yeux;elle pleure;elle reste immobile;23462;L
23469;question;Combien de temps dure le tour ?;deux minutes;dix minutes;une heure;trente secondes;23462;L
23470;question;Que demande Léna à la fin ?;de refaire un tour;de rentrer vite;de manger une glace;de partir de la fête;23462;L
23471;question;Où se passe cette histoire ?;à la fête foraine;au cirque;à l'école;au zoo;23462;L
23472;question;Quelle attraction Léna essaie-t-elle ?;le grand huit;le manège à chevaux;la grande roue;les autos tamponneuses;23462;L
23473;passage;"Paul monte sur un cheval de bois. Il est avec sa petite soeur. La musique du manège joue fort. Il tient bien la barre dorée. Le manège tourne doux.

Sa soeur agite la main. Il essaie d'attraper un anneau en bois. Après le manège, ils montent dans la grande roue. Il voit toute la fête. Il rit un peu.";;;;;;
23474;question;Sur quoi Paul monte-t-il d'abord ?;un cheval de bois;un dragon;une voiture;un avion;23473;L
23475;question;Avec qui Paul monte-t-il sur le manège ?;sa petite soeur;son grand frère;sa mamie;un ami;23473;L
23476;question;Comment est la musique du manège ?;elle joue fort;elle est très douce;il n'y à pas de musique;elle est triste;23473;L
23477;question;Que tient Paul ?;la barre dorée;les rênes;un ballon;un bouton rouge;23473;L
23478;question;Comment tourne le manège ?;doucement;très vite;il ne tourne pas;à l'envers;23473;L
23479;question;Que fait la soeur de Paul ?;elle agite la main;elle crie de peur;elle pleure;elle ferme les yeux;23473;L
23480;question;Qu'essaie d'attraper Paul ?;un anneau en bois;une pomme;un chapeau;un ballon;23473;L
23481;question;Que font-ils après le manège ?;ils montent dans la grande roue;ils rentrent chez eux;ils mangent une glace;ils font les autos tamponneuses;23473;L
23482;question;Que voit Paul depuis la grande roue ?;toute la fête;seulement le ciel;sa maison;rien du tout;23473;L
23483;question;Où se passe cette histoire ?;à la fête foraine;au cirque;à l'école;au zoo;23473;L
23484;passage;"Iris dort chez ses grands-parents. C'est la première fois. Elle donne son doudou lapin. Mamie prépare une soupe de légumes. Elle aide papi à mettre la table.

Après le repas, papi dit une histoire. Elle se glisse dans un grand lit. Mamie chante une berceuse. Elle s'endort vite, très heureuse.

Elle rit un peu. Il fait beau. Le jour est doux. Tout va bien. Elle est bien la.";;;;;;
23485;question;Où Iris dort-elle ce week-end ?;chez ses grands-parents;chez ses cousins;à l'école;chez une amie;23484;L
23486;question;Que apporte Iris ?;son doudou lapin;ses jouets;ses livres;ses vêtements de sport;23484;L
23487;question;Que prépare mamie pour le dîner ?;une soupe de légumes;des pâtés;une pizza;un poulet rôti;23484;L
23488;question;Que fait Iris avant le repas ?;elle aide à mettre la table;elle regarde la télévision;elle dort déjà;elle joue dehors;23484;L
23489;question;Que raconte papi après le repas ?;une histoire;un conte de fées;une blague;les nouvelles du jour;23484;L
23490;question;Où Iris se glisse-t-elle pour dormir ?;un grand lit;un sac de couchage;un canapé;un lit superpose;23484;L
23491;question;Que fait mamie pour aider Iris à dormir ?;elle chante une berceuse;elle lit une histoire;elle allume la télévision;elle ferme juste la porte;23484;L
23492;question;Comment Iris s'endort-elle ?;vite et heureuse;difficilement;en pleurant;très tard;23484;L
23493;question;Chez qui Iris passe-t-elle la nuit ?;ses grands-parents;ses cousins;une amie;sa mamie seule;23484;L
23494;question;Que fait Iris pour la première fois ?;dormir chez ses grands-parents;manger de la soupe;voyager en train;aller à l'école;23484;L
23495;passage;"Milan revient de vacances. Il était à la mer. Il sort les valises de la voiture. Il range ses coquillages dans une boite.

Son chat l'attendait à la maison. Maman lave les vêtements pleins de sable. Il voit les photos avec son papa. Il pense déjà à l'école. Il garde de bons souvenirs.

Il rit un peu. Il fait beau. Le jour est doux.";;;;;;
23496;question;D'ou Milan revient-il ?;de vacances à la mer;de l'école;de chez ses cousins;de la montagne;23495;L
23497;question;Que fait Milan en arrivant ?;il sort les valises de la voiture;il va se coucher tout de suite;il part jouer dehors;il appelle ses amis;23495;L
23498;question;Où Milan range-t-il ses coquillages ?;dans une boite;dans un tiroir;dans sa poche;il les jette;23495;L
23499;question;Qui attendait Milan à la maison ?;son chat;son chien;son poisson rouge;personne;23495;L
23500;question;Que lave la maman de Milan ?;les vêtements pleins de sable;la voiture;les valises;les fenêtres;23495;L
23501;question;Que regarde Milan avec son papa ?;les photos du séjour;un film;un livre;la télévision;23495;L
23502;question;À quoi pense Milan bientôt ?;l'école qui recommence;les prochaines vacances;son anniversaire;un match de foot;23495;L
23503;question;Comment Milan garde-t-il ses souvenirs de l'été ?;ce sont de bons souvenirs;il les oublie vite;il est triste en y pensant;il ne s'en souvient pas;23495;L
23504;question;Où Milan à-t-il passe ses vacances ?;à la mer;à la montagne;à la campagne;chez sa mamie;23495;L
23505;question;Qui range les coquillages dans une boite ?;Milan;son papa;sa maman;personne;23495;L
23506;passage;"Selma visite un jardin de papillons. Elle est avec sa classe. Un grand papillon bleu se pose sur sa main. Elle reste immobile.

La guide explique comment naissent les papillons. Elle voit une chenille verte. Elle sent le parfum des fleurs. Elle dessine un papillon dans son cahier. Elle garde un joli souvenir.

Elle rit un peu. Il fait beau. Le jour est doux. Tout va bien.";;;;;;
23507;question;Que visite Selma avec sa classe ?;un jardin de papillons;un zoo;un musée;une ferme;23506;L
23508;question;De quelle couleur est le papillon qui se pose sur sa main ?;bleu;rouge;jaune;orange;23506;L
23509;question;Que fait Selma pour ne pas faire peur au papillon ?;elle reste immobile;elle court vite;elle crie;elle ferme les yeux;23506;L
23510;question;Qu'explique la guide ?;comment naissent les papillons;comment poussent les fleurs;comment volent les oiseaux;comment vivent les abeilles;23506;L
23511;question;Quel animal Selma regarde-t-elle ?;une chenille verte;une coccinelle;une abeille;une araignée;23506;L
23512;question;Que sent Selma autour d'elle ?;le parfum des fleurs;l'odeur de la pluie;l'odeur de l'herbe coupée;rien de particulier;23506;L
23513;question;Que dessine Selma à la sortie ?;un papillon;une fleur;une chenille;un jardin entier;23506;L
23514;question;Où Selma dessine-t-elle ?;dans son cahier;sur une feuille volante;sur le mur;sur son bras;23506;L
23515;question;Comment Selma garde-t-elle ce souvenir ?;c'est un joli souvenir;elle l'oublie vite;elle est déçue;elle a eu peur;23506;L
23516;question;Avec qui Selma visite-t-elle le jardin ?;sa classe;sa famille;ses cousins;seule;23506;L
