id;type;text;correct_answer;choice_2;choice_3;choice_4;passage_id;qtype
25514;question;Depuis combien de temps le chêne est-il plante ?;plus de deux cents ans;quelques mois;dix ans;on ne sait pas;25504;L
25515;question;Que fait le chien du promeneur ?;il vient renifler la main de Marta;il aboie fort;il s'enfuit;il ignore Marta;25504;L
25516;question;Que fait Marta avec son caillou en rentrant ?;elle le range sur son étagère;elle le jette;elle le perd;elle le donne à un ami;25504;L
25517;question;Que veut dire 'bruissantes' dans le texte ?;qui font un petit bruit sec en bougeant;totalement silencieuses;collantes;mouillées;25504;V
25518;question;Que veut dire 'fourres' dans le texte ?;des buissons denses;des trous dans le sol;des rochers;des flaques d'eau;25504;V
25519;question;Que veut dire 'crissent' dans le texte ?;font un petit bruit sec en se froissant;flottent sans bruit;restent immobiles;sentent très fort;25504;V
25520;question;Que veut dire 'amicalement' dans le texte ?;de façon aimable et sympathique;avec méfiance;avec indifférence;avec agressivité;25504;V
25521;question;Pourquoi le renard disparaît-il rapidement dans les fourres ?;il est sauvage et se méfie des humains;il connaît bien Marta;il cherche à jouer avec elle;il est fatigué;25504;I
25522;question;Qu'est-ce qui montre que Marta a appris quelque chose pendant cette promenade ?;son papa lui montre et explique des choses sur la nature;elle reste tout le temps sur son téléphone;elle ne regarde jamais autour d'elle;elle refuse d'écouter son papa;25504;I
25523;question;Pourquoi Marta garde-t-elle le caillou trouve pendant la promenade ?;elle veut garder un souvenir concret de cette sortie;elle pense qu'il a de la valeur financière;son papa le lui demande;elle l'a trouvé par hasard sans y penser;25504;I
25524;question;Que peut-on déduire de la relation entre Marta et son papa ?;ils partagent des moments simples et complices dans la nature;ils se disputent souvent en promenade;Marta préfère rester à la maison;le papa s'ennuie pendant la sortie;25504;I
25525;passage;Julian passe la journée à la ferme de son papi pendant la période des moissons. C'est un moment qu'il attend chaque été. Assis à côté de lui dans la cabine, Julian observe son papi conduire l'énorme tracteur. Il adore le bruit du moteur. Devant eux s'étend un champ de blé entièrement dore, prêt à être récolte. La chaleur de l'été rend l'air un peu tremblant. La moissonneuse-batteuse avance lentement et coupe le blé en dégageant une fine poussière jaune. Julian tousse un peu à cause de la poussière. Effrayes par le bruit de la machine, plusieurs lièvres bondissent hors du champ. Julian les regarde s'enfuir en courant. A midi, toute la famille se retrouve pour déjeuner à l'ombre d'un grand arbre. Le repas est simple mais très apprécie de tous. Julian se sent très utile d'avoir pu aider un peu son papi ce jour-là. Il espère pouvoir recommencer l'année prochaine. Ce moment restera longtemps grave dans sa mémoire. Il en parlera sûrement encore dans plusieurs années à ses propres enfants.;;;;;;
25526;question;Où Julian passe-t-il la journée ?;à la ferme de son papi;à l'école;chez ses cousins;à la plage;25525;L
25527;question;Pendant quelle période se passe cette journée ?;la période des moissons;les vendanges;la période des semis;l'hiver;25525;L
25528;question;Comment Julian attend-il ce moment chaque année ?;il l'attend chaque été;il l'oublie souvent;il n'y pense jamais;il le redoute;25525;L
25529;question;Que conduit papi ?;un énorme tracteur;une petite voiture;un camion;un cheval;25525;L
25530;question;De quelle couleur est le champ de blé ?;dore;vert;gris;blanc;25525;L
25531;question;Comment est l'air à cause de la chaleur ?;un peu tremblant;très froid;humide et brumeux;parfaitement clair;25525;L
25532;question;Que fait la moissonneuse-batteuse ?;elle coupe le blé;elle plante des graines;elle arrose le champ;elle transporte le lait;25525;L
25533;question;Pourquoi Julian tousse-t-il un peu ?;à cause de la poussière;il est enrhumé;il a avalé de la poussière de son goûter;il fait trop chaud;25525;L
25534;question;Que font des lièvres effrayes par le bruit ?;ils bondissent hors du champ;ils se cachent sous la machine;ils restent immobiles;ils s'approchent des enfants;25525;L
25535;question;Où déjeune la famille ?;à l'ombre d'un grand arbre;dans la maison;dans le tracteur;au village;25525;L
25536;question;Comment est le repas de midi selon le texte ?;simple mais très apprécie;très élabore;peu apprécie de tous;il n'y à pas de repas de midi;25525;L
25537;question;Comment Julian se sent-il d'avoir aidé ?;très utile;inutile;gêne;fatigué et fâche;25525;L
25538;question;Que veut dire 'moissonneuse-batteuse' dans le texte ?;une grosse machine agricole qui récolte le blé;une petite charrette tirée par un cheval;un outil que l'on tient à la main;un type de tracteur ancien sans moteur;25525;V
25539;question;Que veut dire 'gravée dans sa mémoire' dans le texte ?;un souvenir qui restera longtemps;un souvenir vite oublie;une photo imprimée;un dessin dans un cahier;25525;V
25540;question;Que veut dire 'un champ dore' dans le texte ?;un champ de blé mur, de couleur jaune-brun;un champ recouvert d'or véritable;un champ tout vert;un champ en friche;25525;V
25541;question;Que veut dire 'apprécie' dans le texte, à propos du repas ?;qui plaît, que l'on aime;que l'on n'aime pas du tout;qui est trop copieux;qui est immangeable;25525;V
25542;question;Pourquoi les lièvres bondissent-ils hors du champ ?;le bruit de la machine les effraie;ils veulent jouer avec le tracteur;ils cherchent de la nourriture ailleurs;papi les chasse volontairement;25525;I
25543;question;Qu'est-ce qui montre que cette journée compte beaucoup pour Julian ?;il dit que ce moment restera grave dans sa mémoire;il oublie cette journée dès le lendemain;il préfère rester à la maison la prochaine fois;il trouve la journée ennuyeuse;25525;I
25544;question;Pourquoi Julian pense-t-il déjà à raconter cette journée à ses futurs enfants ?;c'est un souvenir marquant qu'il souhaite transmettre;il n'a rien d'autre à raconter;sa mamie le lui a demandé;c'est une tradition obligatoire de la famille;25525;I
25545;question;Que peut-on déduire de la relation entre Julian et son papi ?;ils partagent une complicité autour du travail de la ferme;ils se voient rarement;Julian n'aime pas la ferme;papi préfère travailler seul;25525;I
25546;passage;Erik se réveille un matin et découvre le jardin entièrement recouvert de neige fraîche. Il pousse un cri de joie. Il enfile très vite ses bottes, son manteau chaud et ses gros gants de laine. Il ne veut pas perdre une seule minute dehors. Dans le jardin, Erik commence par rouler une grosse boule de neige bien compacte. Elle grossit vite en roulant sur le sol. Il empile ensuite deux autres boules, un peu plus petites, les unes sur les autres. Le bonhomme prend forme peu à peu. Pour les yeux, Erik utilise deux morceaux de charbon noir trouves dans la cave. Pour le nez, il ajoute une carotte orange. Sa maman lui prête une vieille écharpe rouge et un chapeau use pour habiller le bonhomme. Erik trouve son bonhomme magnifique. Ses voisins passent devant la maison et admirent le résultat avec de grands sourires. Erik est très fier de son travail. Le soir, Erik regarde le bonhomme depuis la fenêtre de sa chambre avant de s'endormir. Il espère qu'il tiendra plusieurs jours.;;;;;;
25547;question;Que découvre Erik en se réveillant ?;le jardin recouvert de neige;un jardin fleuri;un jardin inonde;un jardin tout sec;25546;L
25548;question;Comment Erik réagit-il en voyant la neige ?;il pousse un cri de joie;il se met à pleurer;il retourne se coucher;il ferme les volets;25546;L
25549;question;Que met Erik avant de sortir ?;des bottes, un manteau et des gants;un maillot de bain;des sandales;un simple tee-shirt;25546;L
25550;question;Que fait Erik en premier dans le jardin ?;il roule une grosse boule de neige;il fait un château de sable;il plante des fleurs;il balaie la terrasse;25546;L
25551;question;Combien de boules empile Erik en tout ?;trois;une seule;cinq;sept;25546;L
25552;question;Que trouve Erik pour faire les yeux du bonhomme ?;deux morceaux de charbon;deux boutons;deux cailloux blancs;deux pièces de monnaie;25546;L
25553;question;Qu'utilise Erik pour le nez du bonhomme ?;une carotte;un bâton;un citron;une pomme;25546;L
25554;question;Que prête la maman d'Erik ?;une écharpe et un chapeau;des gants et des bottes;un manteau d'hiver;une paire de lunettes;25546;L
25555;question;Que font les voisins en passant devant la maison ?;ils admirent le bonhomme en souriant;ils se moquent du bonhomme;ils ne le remarquent pas;ils demandent à Erik de le détruire;25546;L
25556;question;Comment Erik se sent-il de son travail ?;très fier;un peu déçu;indifférent;inquiet;25546;L
25557;question;D'ou Erik regarde-t-il le bonhomme le soir ?;depuis la fenêtre de sa chambre;depuis le jardin;depuis la cuisine;depuis la rue;25546;L
25558;question;Que fait Erik en s'endormant ?;il espère que le bonhomme tiendra plusieurs jours;il oublie complètement le bonhomme;il pleure car il fait trop froid;il décide de le refaire demain;25546;L
25559;question;Que veut dire 'compacte' à propos de la boule de neige ?;bien tassée et dense;toute molle et qui s'effrite;transparente;extrêmement légère;25546;V
25560;question;Que veut dire 'use' à propos du chapeau ?;vieux et abîme par le temps;tout neuf;très colore;imperméable;25546;V
25561;question;Que veut dire 'admirent' dans le texte ?;regardent avec plaisir et admiration;regardent avec dégoût;ignorent complètement;critiquent durement;25546;V
25562;question;Que veut dire 'peu à peu' dans le texte ?;progressivement, petit à petit;immédiatement;trop rapidement;au hasard;25546;V
25563;question;Pourquoi Erik s'habille-t-il si vite le matin de neige ?;il est impatient de profiter de la neige fraîche;il a peur d'être en retard à l'école;sa maman le presse fortement;il fait très chaud dans la maison;25546;I
25564;question;Qu'est-ce qui montre qu'Erik est fier de sa création ?;il regarde le bonhomme depuis sa fenêtre avant de dormir;il détruit le bonhomme le soir même;il refuse de le montrer à ses voisins;il oublie le bonhomme dès le lendemain;25546;I
25565;question;Pourquoi Erik espère-t-il que le bonhomme tienne plusieurs jours ?;il veut continuer à profiter de son oeuvre;il pense que la neige va fondre tout de suite;il veut le vendre à ses voisins;il doit le refaire pour l'école;25546;I
25566;question;Que peut-on déduire du plaisir d'Erik à construire ce bonhomme ?;les activités simples en famille lui procurent une grande joie;il préfère rester devant les écrans;il n'aime pas du tout la neige;il fait cela seulement par obligation;25546;I
25567;passage;Mia va pour la première fois de sa vie à la patinoire avec sa grande soeur. Elle est à la fois excitée et un peu inquiète. En entrant, elle sent tout de suite le froid qui monte de la glace brillante. Une agréable musique résonne dans toute la salle. A l'accueil, Mia enfile des patins un peu trop grands pour ses pieds. Sa soeur l'aide à bien serrer les lacets. Dès son premier pas sur la glace, Mia manque de tomber plusieurs fois de suite. Elle s'accroche fermement à la barrière. Petit à petit, elle apprend à garder son équilibre en pliant légèrement les genoux. Sa soeur la guide en la tenant par la main. Après une heure d'efforts, Mia arrive enfin à faire quelques mètres toute seule sans tomber. Elle est extrêmement fière d'elle. D'autres enfants tournent autour d'elles en riant et en s'encourageant mutuellement. L'ambiance est joyeuse et chaleureuse. En repartant, Mia annonce qu'elle veut absolument revenir la semaine prochaine. Sa soeur promet de l'accompagner à nouveau.;;;;;;
25568;question;Où Mia va-t-elle pour la première fois ?;à la patinoire;à la piscine;au cinéma;au musée;25567;L
25569;question;Avec qui Mia y va-t-elle ?;avec sa grande soeur;avec ses parents;avec sa classe;toute seule;25567;L
25570;question;Que ressent Mia en entrant ?;le froid qui monte de la glace;une forte chaleur;une odeur de fleurs;un grand silence;25567;L
25571;question;Que résonne dans la salle ?;une agréable musique;des cris d'animaux;le bruit de la pluie;rien du tout;25567;L
25572;question;Que met Mia à l'accueil ?;des patins un peu trop grands;des chaussures de sport;des bottes de neige;des sandales;25567;L
25573;question;Qui aide Mia à serrer ses lacets ?;sa soeur;sa maman;un employé de la patinoire;personne;25567;L
25574;question;Que fait Mia dès son premier pas sur la glace ?;elle manque de tomber;elle glisse parfaitement;elle fait un saut;elle s'assoit directement;25567;L
25575;question;À quoi Mia s'accroche-t-elle ?;à la barrière;à sa soeur uniquement;à un autre enfant;à rien du tout;25567;L
25576;question;Que fait Mia pour garder son équilibre ?;elle plie légèrement les genoux;elle ferme les yeux;elle lève les bras très haut;elle s'arrête complètement;25567;L
25577;question;Après combien de temps Mia avance-t-elle seule ?;une heure;cinq minutes;toute la journée;elle n'y arrive jamais;25567;L
25578;question;Comment se sent Mia après avoir avancé seule ?;extrêmement fière;déçue;en colère;indifférente;25567;L
25579;question;Que fait Mia en repartant ?;elle annonce vouloir revenir;elle dit qu'elle ne reviendra jamais;elle pleure de fatigue;elle s'endort dans la voiture;25567;L
25580;question;Que veut dire 'inquiète' au début du texte ?;un peu anxieuse, pas totalement rassurée;très joyeuse;totalement indifférente;extrêmement fatiguée;25567;V
25581;question;Que veut dire 'mutuellement' dans le texte ?;l'un envers l'autre, réciproquement;seulement pour soi-même;sans aucune interaction;de manière agressive;25567;V
25582;question;Que veut dire 'chaleureuse' à propos de l'ambiance ?;conviviale et sympathique;froide et distante;bruyante et désagréable;vide et silencieuse;25567;V
25583;question;Que veut dire 'petit à petit' dans le texte ?;progressivement, avec le temps;immédiatement;de façon brutale;au hasard;25567;V
25584;question;Pourquoi Mia s'accroche-t-elle à la barrière au début ?;elle a peur de tomber car elle débute;elle veut faire une pause;sa soeur le lui demande;la glace est cassée à cet endroit;25567;I
25585;question;Qu'est-ce qui montre que Mia progresse pendant la séance ?;elle finit par avancer seule sans tomber;elle tombe de plus en plus souvent;elle refuse de continuer;elle reste assise tout le temps;25567;I
25586;question;Pourquoi Mia veut-elle revenir la semaine suivante ?;elle a pris beaucoup de plaisir malgré les difficultés;elle a oublié ses patins sur place;sa soeur l'y oblige;elle n'a pas du tout aime l'expérience;25567;I
25587;question;Que peut-on déduire du rôle de la soeur de Mia dans cette histoire ?;elle la soutient et l'encourage avec patience;elle se moque d'elle constamment;elle l'ignore pendant toute la séance;elle est plus intéressée par autre chose;25567;I
25588;passage;Léon part avec son papa passer une journée à la montagne pour faire de la luge. Il attend ce moment depuis des semaines. Arrives en haut de la piste, Léon observe la longue pente blanche qui descend devant lui. Elle lui parait immense au premier regard. Il s'installe sur sa luge rouge, bien serre dans sa combinaison de neige. Son papa vérifie une dernière fois son casque. Au signal de son papa, Léon se laisse glisser et prend rapidement de la vitesse. Le vent froid lui fouette agréablement le visage. A un virage, la luge de Léon fait une petite embardée et il tombe doucement dans la neige. Il se relève aussitôt en riant. Il remonte la pente à pied, la luge attachée par une corde derrière lui. Ses jambes commencent déjà à fatiguer un peu. Léon redescend encore plusieurs fois, de plus en plus confiant à chaque tentative. Il apprend à mieux diriger sa luge. Le soir venu, fatigue mais très heureux, Léon raconte sa journée à toute sa famille autour du dîner. Il veut déjà revenir.;;;;;;
25589;question;Où Léon part-il passer sa journée ?;à la montagne;à la mer;en forêt;en ville;25588;L
25590;question;Que fait Léon à la montagne ?;de la luge;du ski;de la natation;du vélo;25588;L
25591;question;Depuis quand Léon attend-il ce moment ?;des semaines;quelques minutes;un an;il n'attendait pas ce moment;25588;L
25592;question;Que voit Léon en haut de la piste ?;une longue pente blanche;un lac gelé;une forêt sombre;un petit chemin de terre;25588;L
25593;question;De quelle couleur est la luge de Léon ?;rouge;bleue;verte;jaune;25588;L
25594;question;Que vérifie son papa avant le départ ?;son casque;ses chaussures;ses gants;sa luge uniquement;25588;L
25595;question;Que ressent Léon en descendant à grande vitesse ?;le vent froid sur son visage;une forte chaleur;un grand silence;de la fatigue immédiate;25588;L
25596;question;Que se passe-t-il à un virage ?;Léon tombe doucement dans la neige;Léon percute un arbre;la luge se casse;Léon s'arrête brusquement;25588;L
25597;question;Comment Léon réagit-il après sa chute ?;il se relève en riant;il se met à pleurer;il refuse de continuer;il appelle son papa au secours;25588;L
25598;question;Comment Léon remonte-t-il la pente ?;à pied, en tirant sa luge;en télésiège;en voiture;il ne remonte pas;25588;L
25599;question;Que fait Léon à chaque nouvelle descente ?;il devient plus confiant;il a de plus en plus peur;il descend moins vite;il abandonne petit à petit;25588;L
25600;question;Que fait Léon le soir venu ?;il raconte sa journée à sa famille;il s'endort immédiatement;il refuse de parler de sa journée;il repart tout de suite à la montagne;25588;L
25601;question;Que veut dire 'embardée' dans le texte ?;un écart brusque de trajectoire;un arrêt complet;une accélération soudaine;un demi-tour volontaire;25588;V
25602;question;Que veut dire 'fouette' à propos du vent sur le visage ?;frappe vivement la peau;caresse très doucement;refroidit légèrement;ne touche pas du tout;25588;V
25603;question;Que veut dire 'confiant' dans le texte ?;qui a de plus en plus d'assurance;qui a très peur;qui est fatigué;qui est indifférent;25588;V
25604;question;Que veut dire 'immense' à propos de la pente ?;très grande;toute petite;plate et courte;invisible;25588;V
25605;question;Pourquoi Léon se relève-t-il aussitôt après sa chute ?;il n'a pas peur et trouve cela amusant;il s'est fait très mal;son papa le gronde;il a peur d'un autre enfant;25588;I
25606;question;Qu'est-ce qui montre que Léon progresse au fil de la journée ?;il descend de mieux en mieux à chaque tentative;il tombe de plus en plus souvent;il refuse de recommencer après sa première chute;il ne veut plus faire de luge;25588;I
25607;question;Pourquoi Léon veut-il déjà revenir le soir même ?;il a passé un très bon moment malgré la fatigue;il a oublié sa luge sur place;son papa le lui impose;il n'a pas eu le temps de faire de la luge;25588;I
25608;question;Que peut-on déduire de la relation entre Léon et son papa pendant cette sortie ?;son papa l'accompagne avec attention et bienveillance;son papa reste indifférent à ses activités;ils se disputent pendant la sortie;son papa préfère rester en bas de la piste;25588;I
25609;passage;Anna passe le week-end en famille dans une maison à la campagne, loin de la ville. Le soir venu, tout le monde se réunit dehors. Son oncle empile plusieurs bûches de bois sèches au centre d'un cercle de pierres. Il allume ensuite le feu avec des allumettes. Les flammes montent peu à peu et éclairent tous les visages autour du feu. Anna trouve ce spectacle absolument magnifique. Assise sur une couverture épaisse, Anna écoute son grand-père raconter une vieille histoire de son enfance. Elle adore ces récits. Toute la famille chante ensuite quelques chansons connues autour du feu crépitant. Anna chante fort, même si elle se trompe parfois. On fait griller des marshmallows au bout de longs bâtons en bois. Anna adore quand ils deviennent bien dorés et fondants. Le ciel est très dégage et on distingue des centaines d'étoiles brillantes au-dessus d'eux. Anna essaie d'en compter quelques-unes. Avant de rentrer se coucher, Anna remercie son oncle pour cette très belle soirée. Elle espère pouvoir recommencer bientôt.;;;;;;
25610;question;Où Anna passe-t-elle le week-end ?;à la campagne;à la mer;en ville;à la montagne;25609;L
25611;question;Que fait l'oncle d'Anna au centre du cercle de pierres ?;il empile des bûches de bois;il plante des fleurs;il installe une tente;il allume un barbecue électrique;25609;L
25612;question;Avec quoi l'oncle allume-t-il le feu ?;des allumettes;un briquet uniquement;une loupe;des pierres qu'il frotte;25609;L
25613;question;Que fait Anna en regardant les flammes monter ?;elle trouve le spectacle magnifique;elle a très peur;elle s'ennuie;elle détourne le regard;25609;L
25614;question;Sur quoi Anna est-elle assise ?;une couverture épaisse;une chaise en bois;l'herbe directement;un banc de pierre;25609;L
25615;question;Que raconte le grand-père d'Anna ?;une histoire de son enfance;un conte invente;les nouvelles du village;une recette de cuisine;25609;L
25616;question;Que fait la famille autour du feu ?;elle chante des chansons;elle regarde la télévision;elle joue aux cartes;elle dort déjà;25609;L
25617;question;Que fait-on griller au bout de longs bâtons ?;des marshmallows;des saucisses;des châtaignes;du pain;25609;L
25618;question;Comment Anna aime-t-elle les marshmallows ?;bien dorés et fondants;totalement brûlés;froids;crus;25609;L
25619;question;Comment est le ciel ce soir-là ?;très dégage, avec des étoiles;couvert de nuages;pluvieux;brumeux;25609;L
25620;question;Que fait Anna en regardant le ciel ?;elle essaie de compter les étoiles;elle ferme les yeux;elle rentre immédiatement;elle a peur du noir;25609;L
25621;question;Que fait Anna avant de se coucher ?;elle remercie son oncle;elle se dispute avec sa cousine;elle oublie de dire au revoir;elle part sans un mot;25609;L
25622;question;Que veut dire 'crépitant' à propos du feu ?;qui fait de petits bruits secs en brûlant;totalement silencieux;qui s'éteint rapidement;qui dégage une odeur forte;25609;V
25623;question;Que veut dire 'dégage' à propos du ciel ?;sans nuages, clair;très nuageux;orageux;brumeux et sombre;25609;V
25624;question;Que veut dire 'récits' dans le texte, à propos des histoires du grand-père ?;des histoires racontées;des chansons;des calculs;des jeux de société;25609;V
25625;question;Que veut dire 'fondants' à propos des marshmallows ?;qui deviennent mous à l'intérieur en chauffant;qui restent durs;qui sont glaces;qui explosent en cuisant;25609;V
25626;question;Pourquoi Anna aime-t-elle particulièrement écouter son grand-père ?;elle apprécie ses histoires et ce moment de partage;elle n'a rien d'autre à faire;elle doit l'écouter par politesse;elle préfère regarder le feu;25609;I
25627;question;Qu'est-ce qui montre qu'Anna passe une très bonne soirée ?;elle remercie son oncle et espère recommencer bientôt;elle demande à rentrer plus tôt;elle s'ennuie pendant toute la soirée;elle regrette d'être venue;25609;I
25628;question;Pourquoi la famille se réunit-elle autour du feu le soir ?;pour partager un moment convivial ensemble;car il n'y à pas d'électricité dans la maison;car il fait très froid à l'intérieur;car ils n'ont rien d'autre à faire;25609;I
25629;question;Que peut-on déduire de l'ambiance de cette soirée en famille ?;elle est chaleureuse et pleine de partage;elle est tendue et inconfortable;tout le monde s'ennuie;les enfants sont tenus à l'écart;25609;I
25630;passage;Félix part camper pour la première fois avec ses parents au bord d'une rivière. Il a préparé son sac depuis plusieurs jours. En arrivant, toute la famille installe ensemble la grande tente sur un emplacement plat et ombrage. Félix aide en tenant les piquets. à l'intérieur, Félix déroule son petit matelas gonflable et son sac de couchage bien chaud. Il trouve l'installation très confortable. L'après-midi, Félix se baigne dans l'eau fraîche de la rivière avec son papa. L'eau est froide mais très agréable sous le soleil. Le soir, ses parents allument un petit réchaud pour préparer le dîner. Félix adore l'odeur de nourriture qui flotte dans l'air. Une fois la nuit tombée, Félix entend de nombreux bruits étranges venant de la forêt voisine. Il se sent un peu impressionne. Son papa lui explique que ce sont simplement des oiseaux nocturnes et de petits animaux. Félix se rassure rapidement. Félix s'endort finalement, berce par le doux bruit de l'eau qui coule non loin de la tente. Il dort très bien toute la nuit.;;;;;;
25631;question;Où Félix part-il camper ?;au bord d'une rivière;au bord de la mer;en montagne;dans un jardin public;25630;L
25632;question;Depuis quand Félix à-t-il prépare son sac ?;plusieurs jours;le matin même;une heure avant de partir;il ne l'a pas préparé;25630;L
25633;question;Qu'installe la famille en arrivant ?;la grande tente;une caravane;un bateau;une piscine gonflable;25630;L
25634;question;Comment est l'emplacement choisi ?;plat et ombrage;en pente et ensoleillé;dans l'eau;sur du sable;25630;L
25635;question;Que fait Félix pour aider à l'installation ?;il tient les piquets;il fait la cuisine;il conduit la voiture;il reste dans la voiture;25630;L
25636;question;Que déroule Félix à l'intérieur de la tente ?;son matelas et son sac de couchage;une couverture uniquement;un tapis de sol seulement;rien du tout;25630;L
25637;question;Que fait Félix l'après-midi ?;il se baigne dans la rivière;il fait du vélo;il dort tout l'après-midi;il regarde un film;25630;L
25638;question;Comment est l'eau de la rivière ?;froide mais agréable;très chaude;sale et troublé;gelée;25630;L
25639;question;Qu'allument les parents le soir ?;un petit réchaud;un grand feu de camp;une lampe électrique;rien, ils mangent froid;25630;L
25640;question;Qu'entend Félix une fois la nuit tombée ?;des bruits étranges venant de la forêt;de la musique au loin;des voitures qui passent;rien du tout;25630;L
25641;question;Que lui explique son papa à propos des bruits ?;ce sont des oiseaux nocturnes et de petits animaux;ce sont des voisins bruyants;c'est le vent dans la tente;c'est un orage qui approche;25630;L
25642;question;Comment Félix s'endort-il finalement ?;berce par le bruit de l'eau;en pleurant de peur;difficilement, sans dormir;en écoutant de la musique;25630;L
25643;question;Que veut dire 'ombrage' à propos de l'emplacement ?;protège du soleil par des arbres;en plein soleil;recouvert d'eau;très pentu;25630;V
25644;question;Que veut dire 'impressionne' dans le texte, à propos de Félix ?;un peu troublé, marqué par une émotion forte;totalement indifférent;très en colère;extrêmement fatigué;25630;V
25645;question;Que veut dire 'berce' à propos de Félix qui s'endort ?;doucement accompagné, apaisé;brusquement réveille;effrayé;empêche de dormir;25630;V
25646;question;Que veut dire 'nocturnes' à propos des oiseaux ?;actifs pendant la nuit;actifs seulement le jour;qui ne volent jamais;qui vivent dans l'eau;25630;V
25647;question;Pourquoi Félix se sent-il impressionne la nuit ?;les bruits de la forêt lui sont inconnus;il a trop mangé au dîner;il a peur de la rivière;il n'aime pas la tente;25630;I
25648;question;Qu'est-ce qui permet à Félix de se rassurer ?;les explications rassurantes de son papa;le fait de rester éveille toute la nuit;l'absence totale de bruit;le retour à la maison;25630;I
25649;question;Qu'est-ce qui montre que Félix apprécie cette expérience de camping ?;il participe activement et dort très bien la nuit;il pleure pendant tout le séjour;il demande à rentrer dès le premier soir;il refuse de se baigner;25630;I
25650;question;Que peut-on déduire du rôle du papa de Félix dans cette histoire ?;il rassure et accompagne son fils avec patience;il laisse Félix se débrouiller seul;il s'inquiète plus que Félix;il n'est pas présent lors du camping;25630;I
25651;passage;Louis se lève très tôt un samedi matin pour aller à la pêche avec son grand-père. Le soleil se lève à peine sur l'étang. Ils s'installent tous les deux sur la petite berge herbeuse, leurs cannes à pêche solidement plantées dans le sol. Le grand-père de Louis lui montre comment fixer correctement l'appât au bout de l'hameçon. Louis observe attentivement chaque geste. Ils attendent ensuite en silence, les yeux fixes sur le petit flotteur qui bouge doucement sur l'eau calme. Le temps parait long. Soudain, le flotteur de Louis s'enfonce brusquement sous l'eau. Louis sent une forte tension au bout de sa ligne. Avec l'aide de son grand-père, Louis remonte lentement un beau poisson argenté qui se débat vigoureusement. Il n'en revient pas. Louis et son grand-père examinent ensemble le poisson avant de le remettre délicatement à l'eau. Louis est extrêmement fier. Sur le chemin du retour, Louis raconte déjà cette pêche à tous les gens qu'ils croisent. Il attend déjà la prochaine sortie.;;;;;;
25652;question;À quelle heure Louis se lève-t-il ?;très tôt;très tard;à midi;en fin d'après-midi;25651;L
25653;question;Avec qui Louis va-t-il à la pêche ?;son grand-père;sa maman;son grand frère;seul;25651;L
25654;question;Où se passe la pêche ?;sur un étang;en mer;dans une piscine;dans une rivière gelée;25651;L
25655;question;Où s'installent Louis et son grand-père ?;sur la berge herbeuse;dans un bateau;sur un ponton en bois;au milieu de l'eau;25651;L
25656;question;Que montre le grand-père à Louis ?;comment fixer l'appât;comment nager;comment construire une canne;comment cuisiner un poisson;25651;L
25657;question;Que regardent-ils en attendant ?;le petit flotteur sur l'eau;le ciel;les autres pêcheurs;leurs téléphones;25651;L
25658;question;Que fait le flotteur de Louis soudainement ?;il s'enfonce brusquement sous l'eau;il flotte immobile toute la journée;il disparaît dans les herbes;il se casse;25651;L
25659;question;Que ressent Louis au bout de sa ligne ?;une forte tension;rien du tout;une légère secousse sans suite;un poids très léger;25651;L
25660;question;Que remonte finalement Louis ?;un beau poisson argenté;une vieille botte;des algues;rien, la ligne était vidé;25651;L
25661;question;Que fait le poisson en étant remonte ?;il se débat vigoureusement;il reste totalement immobile;il s'échappe aussitôt;il est déjà mort;25651;L
25662;question;Que font Louis et son grand-père avec le poisson ?;ils le remettent à l'eau;ils le ramènent à la maison;ils le donnent à un voisin;ils le vendent;25651;L
25663;question;Que fait Louis sur le chemin du retour ?;il raconte sa pêche aux gens croises;il reste silencieux;il s'endort dans la voiture;il oublie déjà sa pêche;25651;L
25664;question;Que veut dire 'hameçon' dans le texte ?;le petit crochet métallique au bout de la ligne;le manche de la canne;le flotteur;le sac à pêche;25651;V
25665;question;Que veut dire 'vigoureusement' à propos du poisson qui se débat ?;avec beaucoup de force et d'énergie;très mollement;sans aucun mouvement;très lentement;25651;V
25666;question;Que veut dire 'délicatement' à propos du geste de remettre le poisson à l'eau ?;avec beaucoup de douceur et de précaution;avec brusquerie;avec indifférence;avec rapidité excessive;25651;V
25667;question;Que veut dire 'attentivement' à propos de la manière dont Louis observe ?;avec beaucoup de concentration;sans y prêter attention;avec ennui;en détournant le regard;25651;V
25668;question;Pourquoi Louis et son grand-père restent-ils longtemps silencieux ?;il faut du calme pour ne pas effrayer les poissons;ils sont fâches l'un contre l'autre;ils n'ont rien à se dire;le règlement de l'étang l'interdit;25651;I
25669;question;Pourquoi remettent-ils le poisson à l'eau après l'avoir attrapé ?;ils pêchent pour le plaisir, pas pour manger le poisson;le poisson est trop petit pour être garde;ils n'ont pas de quoi le transporter;le poisson n'est pas comestible;25651;I
25670;question;Qu'est-ce qui montre que cette sortie compte beaucoup pour Louis ?;il en parle à tous ceux qu'il croise sur le chemin;il oublie l'événement dès le lendemain;il ne veut plus jamais y retourner;il ne dit rien à personne;25651;I
25671;question;Que peut-on déduire de la relation entre Louis et son grand-père ?;ils partagent un moment de complicité et d'apprentissage;ils se disputent souvent en pêche;Louis n'aime pas vraiment la pêche;le grand-père préfère pécher seul;25651;I
